workload,format,vccint,trial,eoc,ret,golden_ret,class,xor,bits_diff,se_a,se_b,mac_acc,rs1,rs2,op,fmt_hw,inflight,rd,id
bitnet_tinyllm,mxfp8_e5m2,0.69,2,0,96,0,crash,-1,-1,192,0,192,1010580732,232,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.68,0,1,126,0,fault,126,6,253,0,253,253,253,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.68,1,1,126,0,fault,126,6,253,0,253,253,253,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.68,2,1,126,0,fault,126,6,253,0,253,253,253,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.67,0,1,127,0,fault,127,7,255,0,255,255,255,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.67,1,1,127,0,fault,127,7,255,0,255,255,255,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.67,2,1,127,0,fault,127,7,255,0,255,255,255,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.66,0,1,127,0,fault,127,7,255,0,1128481791,255,255,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.66,1,1,127,0,fault,127,7,255,0,1128481791,255,255,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.66,2,1,127,0,fault,127,7,255,0,1128481791,255,255,0,0,0,0,0
bitnet_tinyllm,mxfp8_e5m2,0.65,0,1,255,0,fault,255,8,255,128,1111638783,2762253567,255,0,0,0,0,4
bitnet_tinyllm,mxfp8_e5m2,0.65,1,1,255,0,fault,255,8,255,128,1111640831,2762253567,255,0,0,0,0,4
bitnet_tinyllm,mxfp8_e5m2,0.65,2,1,255,0,fault,255,8,255,128,1111638783,2762253567,255,0,0,0,0,4
bitnet_tinyllm,mxfp8_e5m2,0.64,0,1,255,0,fault,255,8,255,128,168430335,2896997631,255,0,0,0,0,4
bitnet_tinyllm,mxfp8_e5m2,0.64,1,1,255,0,fault,255,8,255,128,168430335,2896997631,255,0,0,0,0,4
bitnet_tinyllm,mxfp8_e5m2,0.64,2,1,255,0,fault,255,8,255,128,168430335,2896997631,255,0,0,0,0,4
bitnet_tinyllm,mxfp8_e5m2,0.63,0,1,2147483647,0,dead,-1,-1,255,255,4294967295,4294967295,4294967295,15,7,1,31,7
bitnet_tinyllm,mxfp8_e5m2,0.63,1,1,2147483647,0,dead,-1,-1,255,255,4294967295,4294967295,4294967295,15,7,1,31,7
bitnet_tinyllm,mxfp8_e5m2,0.63,2,1,2147483647,0,dead,-1,-1,255,255,4294967295,4294967295,4294967295,15,7,1,31,7
